,question,answer,image_path
27826,what color is the shape?,gray,./data/train/images/2897.png
27827,what is the color of the shape?,gray,./data/train/images/2897.png
27828,is there a rectangle in the image?,no,./data/train/images/2897.png
27829,does the image contain a circle?,yes,./data/train/images/2897.png
27830,does the image contain a triangle?,no,./data/train/images/2897.png
27831,is a triangle present?,no,./data/train/images/2897.png
27832,is there a red shape?,no,./data/train/images/2897.png
27833,does the image contain a red shape?,no,./data/train/images/2897.png
27834,does the image contain a green shape?,no,./data/train/images/2897.png
27835,is no blue shape present?,yes,./data/train/images/2897.png
27836,does the image contain a yellow shape?,no,./data/train/images/2897.png
27837,is there not a yellow shape in the image?,yes,./data/train/images/2897.png
27838,is a teal shape present?,no,./data/train/images/2897.png
27839,does the image contain a brown shape?,no,./data/train/images/2897.png
27840,is a brown shape present?,no,./data/train/images/2897.png
27841,what is the yellow shape?,triangle,./data/train/images/2898.png
27842,what color is the triangle?,yellow,./data/train/images/2898.png
27843,is there not a black shape?,yes,./data/train/images/2898.png
27844,does the image not contain a gray shape?,yes,./data/train/images/2898.png
27845,is there a red shape in the image?,no,./data/train/images/2898.png
27846,is a red shape present?,no,./data/train/images/2898.png
27847,is no green shape present?,yes,./data/train/images/2898.png
27848,is no teal shape present?,yes,./data/train/images/2898.png
27849,what shape is present?,rectangle,./data/train/images/2899.png
27850,what color is the shape?,gray,./data/train/images/2899.png
27851,is there not a circle in the image?,yes,./data/train/images/2899.png
27852,is no circle present?,yes,./data/train/images/2899.png
27853,is there not a gray shape?,no,./data/train/images/2899.png
27854,does the image not contain a green shape?,yes,./data/train/images/2899.png
27855,does the image not contain a blue shape?,yes,./data/train/images/2899.png
27856,is there not a teal shape?,yes,./data/train/images/2899.png
27857,is no teal shape present?,yes,./data/train/images/2899.png
27858,does the image not contain a brown shape?,yes,./data/train/images/2899.png
27859,what shape does the image contain?,circle,./data/train/images/2900.png
27860,is there not a triangle?,yes,./data/train/images/2900.png
27861,is there a green shape in the image?,no,./data/train/images/2900.png
27862,does the image contain a green shape?,no,./data/train/images/2900.png
27863,is no green shape present?,yes,./data/train/images/2900.png
27864,is there not a teal shape in the image?,no,./data/train/images/2900.png
27865,what is the black shape?,triangle,./data/train/images/2901.png
27866,what is the color of the shape?,black,./data/train/images/2901.png
27867,is there a rectangle in the image?,no,./data/train/images/2901.png
27868,is there not a rectangle?,yes,./data/train/images/2901.png
27869,is there a triangle?,yes,./data/train/images/2901.png
27870,does the image contain a black shape?,yes,./data/train/images/2901.png
27871,does the image not contain a black shape?,no,./data/train/images/2901.png
27872,is a green shape present?,no,./data/train/images/2901.png
27873,is a blue shape present?,no,./data/train/images/2901.png
27874,is a yellow shape present?,no,./data/train/images/2901.png
27875,does the image contain a brown shape?,no,./data/train/images/2901.png
27876,what color is the rectangle?,gray,./data/train/images/2902.png
27877,does the image not contain a rectangle?,no,./data/train/images/2902.png
27878,is no rectangle present?,no,./data/train/images/2902.png
27879,does the image contain a triangle?,no,./data/train/images/2902.png
27880,does the image not contain a gray shape?,no,./data/train/images/2902.png
27881,is a red shape present?,no,./data/train/images/2902.png
27882,is a green shape present?,no,./data/train/images/2902.png
27883,is there not a green shape?,yes,./data/train/images/2902.png
27884,does the image not contain a green shape?,yes,./data/train/images/2902.png
27885,is there not a blue shape?,yes,./data/train/images/2902.png
27886,is no blue shape present?,yes,./data/train/images/2902.png
27887,does the image contain a yellow shape?,no,./data/train/images/2902.png
27888,does the image contain a teal shape?,no,./data/train/images/2902.png
27889,does the image not contain a teal shape?,yes,./data/train/images/2902.png
27890,what shape is in the image?,triangle,./data/train/images/2903.png
27891,what is the green shape?,triangle,./data/train/images/2903.png
27892,what color is the triangle?,green,./data/train/images/2903.png
27893,is there a circle in the image?,no,./data/train/images/2903.png
27894,does the image contain a circle?,no,./data/train/images/2903.png
27895,is there a gray shape in the image?,no,./data/train/images/2903.png
27896,is there not a blue shape?,yes,./data/train/images/2903.png
27897,is no yellow shape present?,yes,./data/train/images/2903.png
27898,what shape is present?,rectangle,./data/train/images/2904.png
27899,what is the color of the rectangle?,gray,./data/train/images/2904.png
27900,is no rectangle present?,no,./data/train/images/2904.png
27901,does the image not contain a circle?,yes,./data/train/images/2904.png
27902,is no triangle present?,yes,./data/train/images/2904.png
27903,does the image not contain a gray shape?,no,./data/train/images/2904.png
27904,is no red shape present?,yes,./data/train/images/2904.png
27905,is there a blue shape?,no,./data/train/images/2904.png
27906,does the image contain a blue shape?,no,./data/train/images/2904.png
27907,is a blue shape present?,no,./data/train/images/2904.png
27908,is no yellow shape present?,yes,./data/train/images/2904.png
27909,is there a brown shape?,no,./data/train/images/2904.png
27910,what shape is in the image?,circle,./data/train/images/2905.png
27911,what shape does the image contain?,circle,./data/train/images/2905.png
27912,what color is the circle?,green,./data/train/images/2905.png
27913,is there not a triangle?,yes,./data/train/images/2905.png
27914,is a black shape present?,no,./data/train/images/2905.png
27915,does the image not contain a black shape?,yes,./data/train/images/2905.png
27916,is no black shape present?,yes,./data/train/images/2905.png
27917,is a green shape present?,yes,./data/train/images/2905.png
27918,does the image not contain a yellow shape?,yes,./data/train/images/2905.png
27919,is there not a teal shape?,yes,./data/train/images/2905.png
27920,what color is the circle?,teal,./data/train/images/2906.png
27921,what color is the shape?,teal,./data/train/images/2906.png
27922,is there a rectangle in the image?,no,./data/train/images/2906.png
27923,is there not a gray shape?,yes,./data/train/images/2906.png
27924,does the image not contain a yellow shape?,yes,./data/train/images/2906.png
27925,is there a teal shape in the image?,yes,./data/train/images/2906.png
27926,is there not a brown shape?,yes,./data/train/images/2906.png
27927,what shape is in the image?,triangle,./data/train/images/2907.png
27928,what shape does the image contain?,triangle,./data/train/images/2907.png
27929,what is the red shape?,triangle,./data/train/images/2907.png
27930,what color is the triangle?,red,./data/train/images/2907.png
27931,does the image contain a rectangle?,no,./data/train/images/2907.png
27932,is there not a rectangle in the image?,yes,./data/train/images/2907.png
27933,is no rectangle present?,yes,./data/train/images/2907.png
27934,is there not a circle?,yes,./data/train/images/2907.png
27935,is there not a triangle in the image?,no,./data/train/images/2907.png
27936,is there a black shape in the image?,no,./data/train/images/2907.png
27937,does the image contain a black shape?,no,./data/train/images/2907.png
27938,is a yellow shape present?,no,./data/train/images/2907.png
27939,is no teal shape present?,yes,./data/train/images/2907.png
27940,what is the color of the circle?,blue,./data/train/images/2908.png
27941,what color is the shape?,blue,./data/train/images/2908.png
27942,is there a circle?,yes,./data/train/images/2908.png
27943,does the image not contain a triangle?,yes,./data/train/images/2908.png
27944,is no triangle present?,yes,./data/train/images/2908.png
27945,is there a black shape?,no,./data/train/images/2908.png
27946,is there not a black shape?,yes,./data/train/images/2908.png
27947,is there not a black shape in the image?,yes,./data/train/images/2908.png
27948,is there a green shape?,no,./data/train/images/2908.png
27949,is there a blue shape?,yes,./data/train/images/2908.png
27950,what is the teal shape?,circle,./data/train/images/2909.png
27951,what color is the circle?,teal,./data/train/images/2909.png
27952,what is the color of the shape?,teal,./data/train/images/2909.png
27953,is there not a black shape in the image?,yes,./data/train/images/2909.png
27954,is there a blue shape in the image?,no,./data/train/images/2909.png
27955,is there a yellow shape?,no,./data/train/images/2909.png
27956,does the image contain a yellow shape?,no,./data/train/images/2909.png
27957,is there not a yellow shape?,yes,./data/train/images/2909.png
27958,does the image not contain a yellow shape?,yes,./data/train/images/2909.png
27959,is no yellow shape present?,yes,./data/train/images/2909.png
27960,does the image contain a teal shape?,yes,./data/train/images/2909.png
27961,is a teal shape present?,yes,./data/train/images/2909.png
27962,does the image not contain a teal shape?,no,./data/train/images/2909.png
27963,what shape is in the image?,rectangle,./data/train/images/2910.png
27964,what shape is present?,rectangle,./data/train/images/2910.png
27965,what is the color of the rectangle?,gray,./data/train/images/2910.png
27966,is there a rectangle in the image?,yes,./data/train/images/2910.png
27967,does the image not contain a rectangle?,no,./data/train/images/2910.png
27968,is there a circle in the image?,no,./data/train/images/2910.png
27969,is there not a circle?,yes,./data/train/images/2910.png
27970,is there a triangle?,no,./data/train/images/2910.png
27971,is a triangle present?,no,./data/train/images/2910.png
27972,does the image not contain a triangle?,yes,./data/train/images/2910.png
27973,is there a gray shape?,yes,./data/train/images/2910.png
27974,does the image not contain a green shape?,yes,./data/train/images/2910.png
27975,is there a brown shape?,no,./data/train/images/2910.png
27976,is there not a brown shape in the image?,yes,./data/train/images/2910.png
27977,what shape is in the image?,rectangle,./data/train/images/2911.png
27978,what shape does the image contain?,rectangle,./data/train/images/2911.png
27979,is there not a rectangle?,no,./data/train/images/2911.png
27980,is there a triangle?,no,./data/train/images/2911.png
27981,is there not a triangle in the image?,yes,./data/train/images/2911.png
27982,is there not a red shape in the image?,yes,./data/train/images/2911.png
27983,is no blue shape present?,yes,./data/train/images/2911.png
27984,is there not a yellow shape in the image?,yes,./data/train/images/2911.png
27985,is a teal shape present?,yes,./data/train/images/2911.png
27986,is a brown shape present?,no,./data/train/images/2911.png
27987,is there not a brown shape in the image?,yes,./data/train/images/2911.png
27988,is no brown shape present?,yes,./data/train/images/2911.png
27989,what shape is in the image?,circle,./data/train/images/2912.png
27990,what shape is present?,circle,./data/train/images/2912.png
27991,what color is the circle?,brown,./data/train/images/2912.png
27992,is there a rectangle in the image?,no,./data/train/images/2912.png
27993,does the image contain a rectangle?,no,./data/train/images/2912.png
27994,is no triangle present?,yes,./data/train/images/2912.png
27995,is no gray shape present?,yes,./data/train/images/2912.png
27996,is a red shape present?,no,./data/train/images/2912.png
27997,is a green shape present?,no,./data/train/images/2912.png
27998,is there not a teal shape in the image?,yes,./data/train/images/2912.png
27999,what is the black shape?,triangle,./data/train/images/2913.png
28000,is a triangle present?,yes,./data/train/images/2913.png
28001,is there a gray shape in the image?,no,./data/train/images/2913.png
28002,is there a red shape?,no,./data/train/images/2913.png
28003,is a red shape present?,no,./data/train/images/2913.png
28004,is there a yellow shape?,no,./data/train/images/2913.png
28005,does the image not contain a yellow shape?,yes,./data/train/images/2913.png
28006,what shape does the image contain?,triangle,./data/train/images/2914.png
28007,what is the green shape?,triangle,./data/train/images/2914.png
28008,is there a triangle?,yes,./data/train/images/2914.png
28009,is there a triangle in the image?,yes,./data/train/images/2914.png
28010,does the image contain a triangle?,yes,./data/train/images/2914.png
28011,does the image contain a gray shape?,no,./data/train/images/2914.png
28012,is there not a red shape?,yes,./data/train/images/2914.png
28013,is there a green shape?,yes,./data/train/images/2914.png
28014,does the image contain a green shape?,yes,./data/train/images/2914.png
28015,is there not a green shape?,no,./data/train/images/2914.png
28016,does the image contain a blue shape?,no,./data/train/images/2914.png
28017,does the image not contain a blue shape?,yes,./data/train/images/2914.png
28018,is there not a yellow shape?,yes,./data/train/images/2914.png
28019,is there a brown shape?,no,./data/train/images/2914.png
28020,is there not a brown shape?,yes,./data/train/images/2914.png
28021,what shape is in the image?,triangle,./data/train/images/2915.png
28022,what shape is present?,triangle,./data/train/images/2915.png
28023,what is the teal shape?,triangle,./data/train/images/2915.png
28024,what is the color of the triangle?,teal,./data/train/images/2915.png
28025,what color is the shape?,teal,./data/train/images/2915.png
28026,what is the color of the shape?,teal,./data/train/images/2915.png
28027,is there a triangle?,yes,./data/train/images/2915.png
28028,is there not a gray shape?,yes,./data/train/images/2915.png
28029,is no gray shape present?,yes,./data/train/images/2915.png
28030,is there a green shape?,no,./data/train/images/2915.png
28031,is there a blue shape in the image?,no,./data/train/images/2915.png
28032,does the image contain a blue shape?,no,./data/train/images/2915.png
28033,does the image not contain a blue shape?,yes,./data/train/images/2915.png
28034,is there not a teal shape in the image?,no,./data/train/images/2915.png
28035,what color is the circle?,green,./data/train/images/2916.png
28036,what is the color of the circle?,green,./data/train/images/2916.png
28037,what is the color of the shape?,green,./data/train/images/2916.png
28038,is there not a triangle in the image?,yes,./data/train/images/2916.png
28039,does the image not contain a black shape?,yes,./data/train/images/2916.png
28040,is there a gray shape?,no,./data/train/images/2916.png
28041,does the image contain a blue shape?,no,./data/train/images/2916.png
28042,is there not a brown shape?,yes,./data/train/images/2916.png
28043,is there not a brown shape in the image?,yes,./data/train/images/2916.png
28044,what is the color of the rectangle?,teal,./data/train/images/2917.png
28045,what color is the shape?,teal,./data/train/images/2917.png
28046,what is the color of the shape?,teal,./data/train/images/2917.png
28047,is a rectangle present?,yes,./data/train/images/2917.png
28048,is there a circle in the image?,no,./data/train/images/2917.png
28049,is there a gray shape?,no,./data/train/images/2917.png
28050,is no green shape present?,yes,./data/train/images/2917.png
28051,does the image not contain a teal shape?,no,./data/train/images/2917.png
28052,what shape is in the image?,circle,./data/train/images/2918.png
28053,what is the color of the circle?,brown,./data/train/images/2918.png
28054,what is the color of the shape?,brown,./data/train/images/2918.png
28055,is there not a rectangle?,yes,./data/train/images/2918.png
28056,does the image not contain a gray shape?,yes,./data/train/images/2918.png
28057,is a red shape present?,no,./data/train/images/2918.png
28058,is there a green shape in the image?,no,./data/train/images/2918.png
28059,does the image contain a green shape?,no,./data/train/images/2918.png
28060,is there not a green shape in the image?,yes,./data/train/images/2918.png
28061,is there a teal shape?,no,./data/train/images/2918.png
28062,does the image contain a teal shape?,no,./data/train/images/2918.png
28063,is there not a brown shape in the image?,no,./data/train/images/2918.png
28064,what shape is in the image?,circle,./data/train/images/2919.png
28065,what shape does the image contain?,circle,./data/train/images/2919.png
28066,what is the teal shape?,circle,./data/train/images/2919.png
28067,what color is the circle?,teal,./data/train/images/2919.png
28068,what is the color of the circle?,teal,./data/train/images/2919.png
28069,does the image contain a gray shape?,no,./data/train/images/2919.png
28070,is there not a red shape?,yes,./data/train/images/2919.png
28071,is a green shape present?,no,./data/train/images/2919.png
28072,is no blue shape present?,yes,./data/train/images/2919.png
28073,does the image not contain a yellow shape?,yes,./data/train/images/2919.png
28074,what is the color of the triangle?,red,./data/train/images/2920.png
28075,what is the color of the shape?,red,./data/train/images/2920.png
28076,does the image contain a rectangle?,no,./data/train/images/2920.png
28077,does the image not contain a rectangle?,yes,./data/train/images/2920.png
28078,does the image contain a triangle?,yes,./data/train/images/2920.png
28079,is there a gray shape?,no,./data/train/images/2920.png
28080,is there a green shape in the image?,no,./data/train/images/2920.png
28081,is a blue shape present?,no,./data/train/images/2920.png
28082,is no blue shape present?,yes,./data/train/images/2920.png
28083,is there not a yellow shape in the image?,yes,./data/train/images/2920.png
28084,is a teal shape present?,no,./data/train/images/2920.png
28085,is there not a brown shape?,yes,./data/train/images/2920.png
28086,what color is the triangle?,yellow,./data/train/images/2921.png
28087,what color is the shape?,yellow,./data/train/images/2921.png
28088,is there a rectangle in the image?,no,./data/train/images/2921.png
28089,is there a black shape in the image?,no,./data/train/images/2921.png
28090,is there a gray shape in the image?,no,./data/train/images/2921.png
28091,is no gray shape present?,yes,./data/train/images/2921.png
28092,is there not a yellow shape in the image?,no,./data/train/images/2921.png
28093,what shape is present?,circle,./data/train/images/2922.png
28094,what shape does the image contain?,circle,./data/train/images/2922.png
28095,what is the brown shape?,circle,./data/train/images/2922.png
28096,what is the color of the circle?,brown,./data/train/images/2922.png
28097,does the image not contain a rectangle?,yes,./data/train/images/2922.png
28098,is there not a black shape in the image?,yes,./data/train/images/2922.png
28099,does the image not contain a green shape?,yes,./data/train/images/2922.png
28100,is there not a blue shape?,yes,./data/train/images/2922.png
28101,what shape does the image contain?,triangle,./data/train/images/2923.png
28102,what is the teal shape?,triangle,./data/train/images/2923.png
28103,what is the color of the triangle?,teal,./data/train/images/2923.png
28104,what color is the shape?,teal,./data/train/images/2923.png
28105,is no rectangle present?,yes,./data/train/images/2923.png
28106,is there a circle?,no,./data/train/images/2923.png
28107,is there a black shape in the image?,no,./data/train/images/2923.png
28108,is a black shape present?,no,./data/train/images/2923.png
28109,is a yellow shape present?,no,./data/train/images/2923.png
28110,what shape does the image contain?,circle,./data/train/images/2924.png
28111,what color is the circle?,red,./data/train/images/2924.png
28112,what is the color of the circle?,red,./data/train/images/2924.png
28113,what color is the shape?,red,./data/train/images/2924.png
28114,is there a circle?,yes,./data/train/images/2924.png
28115,is a black shape present?,no,./data/train/images/2924.png
28116,is there not a gray shape in the image?,yes,./data/train/images/2924.png
28117,is there not a red shape in the image?,no,./data/train/images/2924.png
28118,is there not a yellow shape?,yes,./data/train/images/2924.png
28119,is there a teal shape?,no,./data/train/images/2924.png
28120,what shape does the image contain?,rectangle,./data/train/images/2925.png
28121,is there not a circle?,yes,./data/train/images/2925.png
28122,is a triangle present?,no,./data/train/images/2925.png
28123,is a gray shape present?,no,./data/train/images/2925.png
28124,does the image not contain a red shape?,yes,./data/train/images/2925.png
28125,is a green shape present?,no,./data/train/images/2925.png
28126,does the image contain a yellow shape?,no,./data/train/images/2925.png
28127,does the image contain a teal shape?,yes,./data/train/images/2925.png
28128,is there a brown shape in the image?,no,./data/train/images/2925.png
28129,does the image contain a brown shape?,no,./data/train/images/2925.png
28130,does the image not contain a brown shape?,yes,./data/train/images/2925.png
28131,what shape is present?,circle,./data/train/images/2926.png
28132,what is the red shape?,circle,./data/train/images/2926.png
28133,what is the color of the circle?,red,./data/train/images/2926.png
28134,what is the color of the shape?,red,./data/train/images/2926.png
28135,does the image not contain a triangle?,yes,./data/train/images/2926.png
28136,is a gray shape present?,no,./data/train/images/2926.png
28137,does the image contain a red shape?,yes,./data/train/images/2926.png
28138,is a green shape present?,no,./data/train/images/2926.png
28139,is there a yellow shape in the image?,no,./data/train/images/2926.png
28140,does the image contain a teal shape?,no,./data/train/images/2926.png
28141,is there not a teal shape?,yes,./data/train/images/2926.png
28142,what is the brown shape?,triangle,./data/train/images/2927.png
28143,what is the color of the shape?,brown,./data/train/images/2927.png
28144,is there not a rectangle?,yes,./data/train/images/2927.png
28145,is no red shape present?,yes,./data/train/images/2927.png
28146,is there not a blue shape in the image?,yes,./data/train/images/2927.png
28147,what is the teal shape?,triangle,./data/train/images/2928.png
28148,is there a rectangle?,no,./data/train/images/2928.png
28149,does the image contain a rectangle?,no,./data/train/images/2928.png
28150,is a rectangle present?,no,./data/train/images/2928.png
28151,is no yellow shape present?,yes,./data/train/images/2928.png
28152,what shape does the image contain?,triangle,./data/train/images/2929.png
28153,is there not a triangle in the image?,no,./data/train/images/2929.png
28154,is no gray shape present?,yes,./data/train/images/2929.png
28155,is there not a red shape?,yes,./data/train/images/2929.png
28156,is there not a red shape in the image?,yes,./data/train/images/2929.png
28157,is there a blue shape in the image?,yes,./data/train/images/2929.png
28158,is a yellow shape present?,no,./data/train/images/2929.png
28159,is there not a yellow shape?,yes,./data/train/images/2929.png
28160,is there a teal shape in the image?,no,./data/train/images/2929.png
28161,does the image not contain a teal shape?,yes,./data/train/images/2929.png
28162,does the image contain a brown shape?,no,./data/train/images/2929.png
28163,what color is the triangle?,teal,./data/train/images/2930.png
28164,what is the color of the triangle?,teal,./data/train/images/2930.png
28165,what is the color of the shape?,teal,./data/train/images/2930.png
28166,is there not a circle?,yes,./data/train/images/2930.png
28167,is there a triangle in the image?,yes,./data/train/images/2930.png
28168,does the image contain a triangle?,yes,./data/train/images/2930.png
28169,does the image not contain a gray shape?,yes,./data/train/images/2930.png
28170,does the image not contain a red shape?,yes,./data/train/images/2930.png
28171,is there a yellow shape in the image?,no,./data/train/images/2930.png
28172,is there not a yellow shape in the image?,yes,./data/train/images/2930.png
28173,is there not a teal shape?,no,./data/train/images/2930.png
28174,does the image not contain a teal shape?,no,./data/train/images/2930.png
28175,does the image not contain a brown shape?,yes,./data/train/images/2930.png
28176,what shape is in the image?,rectangle,./data/train/images/2931.png
28177,what is the color of the rectangle?,teal,./data/train/images/2931.png
28178,what is the color of the shape?,teal,./data/train/images/2931.png
28179,is no black shape present?,yes,./data/train/images/2931.png
28180,is there not a red shape?,yes,./data/train/images/2931.png
28181,is there a green shape?,no,./data/train/images/2931.png
28182,is a blue shape present?,no,./data/train/images/2931.png
28183,is no yellow shape present?,yes,./data/train/images/2931.png
28184,what is the green shape?,rectangle,./data/train/images/2932.png
28185,what color is the shape?,green,./data/train/images/2932.png
28186,what is the color of the shape?,green,./data/train/images/2932.png
28187,is a rectangle present?,yes,./data/train/images/2932.png
28188,does the image contain a circle?,no,./data/train/images/2932.png
28189,is a black shape present?,no,./data/train/images/2932.png
28190,is there a gray shape?,no,./data/train/images/2932.png
28191,does the image not contain a gray shape?,yes,./data/train/images/2932.png
28192,is there a red shape?,no,./data/train/images/2932.png
28193,is there not a red shape in the image?,yes,./data/train/images/2932.png
28194,does the image contain a green shape?,yes,./data/train/images/2932.png
28195,is there a yellow shape?,no,./data/train/images/2932.png
28196,is no yellow shape present?,yes,./data/train/images/2932.png
28197,is there a brown shape?,no,./data/train/images/2932.png
28198,what shape is present?,triangle,./data/train/images/2933.png
28199,what color is the triangle?,blue,./data/train/images/2933.png
28200,what is the color of the triangle?,blue,./data/train/images/2933.png
28201,what color is the shape?,blue,./data/train/images/2933.png
28202,does the image not contain a rectangle?,yes,./data/train/images/2933.png
28203,is no triangle present?,no,./data/train/images/2933.png
28204,is a gray shape present?,no,./data/train/images/2933.png
28205,is there a red shape?,no,./data/train/images/2933.png
28206,does the image contain a red shape?,no,./data/train/images/2933.png
28207,is there not a blue shape?,no,./data/train/images/2933.png
28208,is there a teal shape?,no,./data/train/images/2933.png
28209,does the image contain a brown shape?,no,./data/train/images/2933.png
28210,what shape is present?,rectangle,./data/train/images/2934.png
28211,what shape does the image contain?,rectangle,./data/train/images/2934.png
28212,what color is the shape?,yellow,./data/train/images/2934.png
28213,is there a red shape?,no,./data/train/images/2934.png
28214,is no yellow shape present?,no,./data/train/images/2934.png
28215,what shape does the image contain?,rectangle,./data/train/images/2935.png
28216,what color is the shape?,brown,./data/train/images/2935.png
28217,is there a circle?,no,./data/train/images/2935.png
28218,is there a circle in the image?,no,./data/train/images/2935.png
28219,is there not a triangle in the image?,yes,./data/train/images/2935.png
28220,is there a black shape?,no,./data/train/images/2935.png
28221,is no black shape present?,yes,./data/train/images/2935.png
28222,does the image contain a gray shape?,no,./data/train/images/2935.png
28223,is there a red shape?,no,./data/train/images/2935.png
28224,does the image contain a blue shape?,no,./data/train/images/2935.png
28225,is a blue shape present?,no,./data/train/images/2935.png
28226,is no blue shape present?,yes,./data/train/images/2935.png
28227,what shape is in the image?,circle,./data/train/images/2936.png
28228,what shape does the image contain?,circle,./data/train/images/2936.png
28229,what color is the shape?,teal,./data/train/images/2936.png
28230,what is the color of the shape?,teal,./data/train/images/2936.png
28231,is there a rectangle?,no,./data/train/images/2936.png
28232,is there a rectangle in the image?,no,./data/train/images/2936.png
28233,is there not a circle?,no,./data/train/images/2936.png
28234,does the image not contain a triangle?,yes,./data/train/images/2936.png
28235,does the image contain a black shape?,no,./data/train/images/2936.png
28236,is there not a black shape in the image?,yes,./data/train/images/2936.png
28237,is no black shape present?,yes,./data/train/images/2936.png
28238,is there a blue shape in the image?,no,./data/train/images/2936.png
28239,is there a yellow shape?,no,./data/train/images/2936.png
28240,is there a yellow shape in the image?,no,./data/train/images/2936.png
28241,what is the teal shape?,rectangle,./data/train/images/2937.png
28242,what color is the rectangle?,teal,./data/train/images/2937.png
28243,what is the color of the rectangle?,teal,./data/train/images/2937.png
28244,what color is the shape?,teal,./data/train/images/2937.png
28245,what is the color of the shape?,teal,./data/train/images/2937.png
28246,does the image not contain a rectangle?,no,./data/train/images/2937.png
28247,is there not a gray shape in the image?,yes,./data/train/images/2937.png
28248,does the image contain a blue shape?,no,./data/train/images/2937.png
28249,is no blue shape present?,yes,./data/train/images/2937.png
28250,is there not a teal shape?,no,./data/train/images/2937.png
28251,what shape does the image contain?,triangle,./data/train/images/2938.png
28252,what color is the triangle?,green,./data/train/images/2938.png
28253,what is the color of the triangle?,green,./data/train/images/2938.png
28254,what color is the shape?,green,./data/train/images/2938.png
28255,is a red shape present?,no,./data/train/images/2938.png
28256,is a teal shape present?,no,./data/train/images/2938.png
28257,is there a brown shape in the image?,no,./data/train/images/2938.png
28258,what shape is present?,rectangle,./data/train/images/2939.png
28259,what is the color of the rectangle?,brown,./data/train/images/2939.png
28260,is no circle present?,yes,./data/train/images/2939.png
28261,does the image contain a gray shape?,no,./data/train/images/2939.png
28262,is there not a gray shape in the image?,yes,./data/train/images/2939.png
28263,is no gray shape present?,yes,./data/train/images/2939.png
28264,is there a green shape?,no,./data/train/images/2939.png
28265,is there a yellow shape?,no,./data/train/images/2939.png
28266,is there a yellow shape in the image?,no,./data/train/images/2939.png
28267,what shape is present?,triangle,./data/train/images/2940.png
28268,what shape does the image contain?,triangle,./data/train/images/2940.png
28269,what is the green shape?,triangle,./data/train/images/2940.png
28270,what color is the triangle?,green,./data/train/images/2940.png
28271,what color is the shape?,green,./data/train/images/2940.png
28272,is no rectangle present?,yes,./data/train/images/2940.png
28273,is there a circle?,no,./data/train/images/2940.png
28274,does the image contain a gray shape?,no,./data/train/images/2940.png
28275,is there not a blue shape in the image?,yes,./data/train/images/2940.png
28276,does the image not contain a yellow shape?,yes,./data/train/images/2940.png
28277,is no yellow shape present?,yes,./data/train/images/2940.png
28278,is there not a brown shape in the image?,yes,./data/train/images/2940.png
28279,what shape is present?,circle,./data/train/images/2941.png
28280,what is the color of the shape?,black,./data/train/images/2941.png
28281,does the image not contain a rectangle?,yes,./data/train/images/2941.png
28282,is no triangle present?,yes,./data/train/images/2941.png
28283,does the image contain a black shape?,yes,./data/train/images/2941.png
28284,is there not a red shape in the image?,yes,./data/train/images/2941.png
28285,is no red shape present?,yes,./data/train/images/2941.png
28286,is there a green shape in the image?,no,./data/train/images/2941.png
28287,does the image contain a green shape?,no,./data/train/images/2941.png
28288,is no yellow shape present?,yes,./data/train/images/2941.png
28289,is there a teal shape?,no,./data/train/images/2941.png
28290,does the image contain a brown shape?,no,./data/train/images/2941.png
28291,what shape is in the image?,circle,./data/train/images/2942.png
28292,what is the color of the shape?,gray,./data/train/images/2942.png
28293,is there not a rectangle?,yes,./data/train/images/2942.png
28294,does the image contain a circle?,yes,./data/train/images/2942.png
28295,is there not a green shape?,yes,./data/train/images/2942.png
28296,is no yellow shape present?,yes,./data/train/images/2942.png
28297,is no circle present?,no,./data/train/images/2943.png
28298,is there not a triangle?,yes,./data/train/images/2943.png
28299,is there a gray shape?,no,./data/train/images/2943.png
28300,does the image not contain a yellow shape?,no,./data/train/images/2943.png
28301,is there not a teal shape in the image?,yes,./data/train/images/2943.png
28302,is there a brown shape?,no,./data/train/images/2943.png
28303,is there a brown shape in the image?,no,./data/train/images/2943.png
28304,what is the yellow shape?,rectangle,./data/train/images/2944.png
28305,what is the color of the rectangle?,yellow,./data/train/images/2944.png
28306,what color is the shape?,yellow,./data/train/images/2944.png
28307,does the image contain a triangle?,no,./data/train/images/2944.png
28308,does the image contain a black shape?,no,./data/train/images/2944.png
28309,is no black shape present?,yes,./data/train/images/2944.png
28310,does the image contain a gray shape?,no,./data/train/images/2944.png
28311,is no gray shape present?,yes,./data/train/images/2944.png
28312,is there not a red shape in the image?,yes,./data/train/images/2944.png
28313,is there not a green shape?,yes,./data/train/images/2944.png
28314,is there not a teal shape in the image?,yes,./data/train/images/2944.png
28315,what color is the triangle?,teal,./data/train/images/2945.png
28316,is there not a circle?,yes,./data/train/images/2945.png
28317,is a triangle present?,yes,./data/train/images/2945.png
28318,is there not a gray shape?,yes,./data/train/images/2945.png
28319,is there a teal shape in the image?,yes,./data/train/images/2945.png
28320,what color is the rectangle?,blue,./data/train/images/2946.png
28321,what color is the shape?,blue,./data/train/images/2946.png
28322,what is the color of the shape?,blue,./data/train/images/2946.png
28323,does the image not contain a triangle?,yes,./data/train/images/2946.png
28324,is there a black shape in the image?,no,./data/train/images/2946.png
28325,is there a gray shape in the image?,no,./data/train/images/2946.png
28326,does the image not contain a gray shape?,yes,./data/train/images/2946.png
28327,what shape is in the image?,circle,./data/train/images/2947.png
28328,what shape is present?,circle,./data/train/images/2947.png
